feature,n_pairs,mean_delta,median_delta,std_delta,std_delta_xmodel,cohens_d,sign_agreement,wilcoxon_p,n_qwen,n_llama,n_gemma,abs_std_delta_xmodel,wilcoxon_q
causality_ablation.degradation_25pct,6,-0.3296875000000006,0.04843749999999902,1.7438524835475622,-0.162880839548126,-0.18905698911487578,0.3333333333333333,0.6875,4,1,1,0.162880839548126,0.8333333333333334
interpretability_head_roles.max_previous_token_score,6,0.04803576414612517,0.0010608344242491047,0.07669928343946676,0.16236242106046483,0.6262870002434423,0.5,0.6875,4,1,1,0.16236242106046483,0.8333333333333334
interpretability_activation_sinks.valley_layer_norm,6,-0.06097560975609756,0.0,0.14935913065751086,-0.15985522894324558,-0.408248290463863,0.16666666666666666,1.0,4,1,1,0.15985522894324558,1.0
repe_task_vectors.max_norm_layer,6,3.0,0.0,7.3484692283495345,0.15921111870417856,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.15921111870417856,1.0
geometry_schatten.matrix_nuclear_norm_per_layer.slope,6,2.7949124210215477e-05,2.474049804199993e-06,8.019467393109291e-05,0.15850674575705434,0.348515965464623,0.6666666666666666,0.5625,4,1,1,0.15850674575705434,0.7470703125
interpretability_logit_lens.entropy.std,6,0.11813708282558273,-0.026190992249751965,0.30611061545781826,0.15830091354504552,0.3859293891160789,0.3333333333333333,1.0,4,1,1,0.15830091354504552,1.0
dynamics_coe.per_sample_coe_r.slope,6,0.0031805649868035172,0.00175357506589815,0.00754683903161456,0.15820909183200527,0.42144333190091526,0.6666666666666666,0.4375,4,1,1,0.15820909183200527,0.6611111111111111
interpretability_superposition.polysemanticity_per_layer.std,6,0.00871652070371715,0.0005800628460004981,0.020711073930766887,0.15606384374421287,0.42086280667312537,0.6666666666666666,0.3125,4,1,1,0.15606384374421287,0.6611111111111111
causality_edge_attribution.mean_layer_attribution_profile.std,6,-0.001049254011474366,-0.0010451570461482984,0.003956665895647418,-0.15476954830250822,-0.26518640672405813,0.6666666666666666,0.6875,4,1,1,0.15476954830250822,0.8333333333333334
geometry_weight_norms.stable_rank_per_layer.min,6,-4.233586798870074,0.04888721008489583,11.404484310173537,-0.15456109067762638,-0.3712212392710682,0.3333333333333333,0.6875,4,1,1,0.15456109067762638,0.8333333333333334
topology_homology.max_persistence_h0.mean,6,-1.465613231062889,-0.22226358453432837,3.020187308256113,-0.150846831037452,-0.48527229654148474,0.6666666666666666,0.4375,4,1,1,0.150846831037452,0.6611111111111111
repe_task_vectors.layer_task_vector_cosine_sim.std,6,0.0038020098583168827,0.0023984977396407994,0.004276516464326682,0.1492692466165215,0.8890436620628074,1.0,0.03125,4,1,1,0.1492692466165215,0.2361111111111111
geometry_prediction_alignment.prediction_alignment_std,6,0.0031734571076259843,-0.00036270243157210044,0.009699326815865099,0.14795826730190975,0.3271832332152361,0.16666666666666666,0.4375,4,1,1,0.14795826730190975,0.6611111111111111
topology_homology.mean_persistence_h1.q25,6,0.014115023364623383,0.0032937092085679495,0.03382567203491035,0.14610597911207318,0.4172873003101235,0.6666666666666666,0.5625,4,1,1,0.14610597911207318,0.7470703125
topology_homology.mean_persistence_h0.q25,6,0.3860436947199335,-0.010160048541269798,0.9791432293066127,0.14576069734625144,0.3942668275338156,0.16666666666666666,0.4375,4,1,1,0.14576069734625144,0.6611111111111111
topology_homology.mean_persistence_h0.min,6,0.3860436947199335,-0.010160048541269798,0.9791432293066127,0.14576069734625144,0.3942668275338156,0.16666666666666666,0.4375,4,1,1,0.14576069734625144,0.6611111111111111
geometry_contextualization.per_layer.self_similarity_raw.q25,6,0.020045710239583514,0.0007796616456420824,0.05182201101774718,0.1446730844936474,0.38681845505220896,0.5,0.6875,4,1,1,0.1446730844936474,0.8333333333333334
geometry_mahalanobis.mean_mahalanobis_ood,6,4.5217240651448565,2.3049240112304688,9.448971643916455,0.1415845758077566,0.47854139429618087,0.6666666666666666,0.3125,4,1,1,0.1415845758077566,0.6611111111111111
repe_task_vectors.layer_task_vector_cosine_sim.slope,6,-0.00021527759355603022,-0.00016606385331319296,0.00029490284055037734,-0.14126564291420332,-0.7299949812428308,0.8333333333333334,0.09375,4,1,1,0.14126564291420332,0.3390957446808511
topology_homology.mean_persistence_h1.max,6,0.10824612625061521,0.24981323877970388,0.5291498424696576,0.14111171883838636,0.2045661125880846,0.8333333333333334,0.4375,4,1,1,0.14111171883838636,0.6611111111111111
geometry_hsic.adjacent_hsic.min,6,-0.026253971781090558,-0.029905462115917596,0.10231063172864563,-0.14062971930646492,-0.25661039656878387,0.8333333333333334,0.4375,4,1,1,0.14062971930646492,0.6611111111111111
geometry_hsic.input_to_layer_hsic.q75,6,0.04604337242282314,0.04098493512072085,0.049228434469223877,0.14029027593066024,0.9353003588121019,0.8333333333333334,0.09375,4,1,1,0.14029027593066024,0.3390957446808511
interpretability_logit_lens.entropy.mean,6,0.33678265975836297,0.32202273252109714,0.20302913328610422,0.13975327092936302,1.6587898214773749,1.0,0.03125,4,1,1,0.13975327092936302,0.2361111111111111
geometry_lid.lid_min,6,0.04656184444809903,0.007119122520864746,0.11465984152488469,0.13798873829061556,0.40608676785929176,0.6666666666666666,0.5625,4,1,1,0.13798873829061556,0.7470703125
geometry_hsic.min_adjacent_hsic,6,-0.026253971781090558,-0.029905462115917596,0.10231063172864563,-0.13786672394125,-0.25661039656878387,0.8333333333333334,0.4375,4,1,1,0.13786672394125,0.6611111111111111
geometry_collapse.erank_per_layer.std,6,6.17215803027052,8.109723652355783,5.438395623952306,0.1370838773062891,1.134922586927385,0.8333333333333334,0.09375,4,1,1,0.1370838773062891,0.3390957446808511
causality_ablation.degradation_10pct,6,0.36093750000000013,0.08046875000000009,0.7043600264601904,0.13569367671358415,0.5124332535080338,1.0,0.03125,4,1,1,0.13569367671358415,0.2361111111111111
geometry_contextualization.per_layer.self_similarity_corrected.min,6,-0.01347795456596308,0.003799164253357447,0.07207480197251549,-0.13532901737723602,-0.1869995365523539,0.5,0.84375,4,1,1,0.13532901737723602,0.9359706362153344
geometry_lid.lid_median_norm,6,0.0006444363878913001,0.00025256895528524967,0.0010388203927262597,0.1352045175202901,0.6203540019079276,0.8333333333333334,0.09375,4,1,1,0.1352045175202901,0.3390957446808511
geometry_contextualization.per_layer.self_similarity_corrected.max,6,-0.02325448300187188,-0.008360670481207033,0.045122627904738116,-0.13460535499350104,-0.5153618945014955,0.8333333333333334,0.09375,4,1,1,0.13460535499350104,0.3390957446808511
geometry_lid.lid_mean_norm,6,0.0008959167544203497,0.00015835697562945018,0.0020300052846489052,0.13325825451558715,0.44133715374800164,0.8333333333333334,0.21875,4,1,1,0.13325825451558715,0.5765503875968992
repe_task_vectors.layer_task_vector_cosine_sim.mean,6,-0.004349665701507595,-0.0033133433510859622,0.00620809904706547,-0.13241798958091858,-0.7006437346652281,0.8333333333333334,0.15625,4,1,1,0.13241798958091858,0.46397379912663755
interpretability_attention_rank.layer_min_effective_rank.q25,6,0.5780454874038695,0.3933601379394531,0.9634144450339394,0.13193227217737308,0.5999966996379279,0.6666666666666666,0.21875,4,1,1,0.13193227217737308,0.5765503875968992
geometry_hsic.input_to_layer_hsic.max,6,-0.028109004267065456,-0.000839824431995817,0.06791639000816009,-0.12987994482992157,-0.41387659537982197,0.5,0.4375,4,1,1,0.12987994482992157,0.6611111111111111
geometry_matrix_entropy.layer_matrix_entropies_normalized.slope,6,0.0006346327339583498,0.00023917392434595,0.000761299497012368,0.12890262018543822,0.8336176976983338,1.0,0.03125,4,1,1,0.12890262018543822,0.2361111111111111
geometry_collapse.erank_per_layer.slope,6,0.7326969644488596,0.584943777691068,0.7849596830690018,0.1280671618523758,0.933419868883192,0.8333333333333334,0.09375,4,1,1,0.1280671618523758,0.3390957446808511
geometry_matrix_entropy.layer_matrix_entropies.slope,6,0.004858845610237082,0.0017161607794139002,0.005847033985323911,0.1271343471943965,0.8309932219365943,1.0,0.03125,4,1,1,0.1271343471943965,0.2361111111111111
geometry_weight_norms.stable_rank_per_layer.slope,6,0.23653579734734165,0.0032015278615059456,0.6050333977733046,0.12667638936156145,0.390946678675691,0.8333333333333334,0.3125,4,1,1,0.12667638936156145,0.6611111111111111
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.slope,6,-46.03180750267461,-0.47048199815049285,109.20336448679598,-0.1262104183490271,-0.4215237114625751,0.5,0.4375,4,1,1,0.1262104183490271,0.6611111111111111
repe_refusal_direction.direction_norm,6,3.8114118576049805,4.110832214355469,11.922553615282647,0.12551350266834854,0.3196808318579848,0.8333333333333334,0.3125,4,1,1,0.12551350266834854,0.6611111111111111
repe_refusal_direction.mean_projection_gap,6,3.8114077250162786,4.110830307006836,11.922554284011737,0.1255133663597795,0.3196804673078666,0.8333333333333334,0.3125,4,1,1,0.1255133663597795,0.6611111111111111
geometry_schatten.rankme_per_layer.q50,6,-0.855709118575439,0.3637227374283043,4.415172921516189,-0.12535134379932844,-0.1938110089426769,0.16666666666666666,0.4375,4,1,1,0.12535134379932844,0.6611111111111111
interpretability_attention_rank.layer_mean_normalised_rank.q25,6,0.02418242869942543,0.016892680413694128,0.03607065806842234,0.12467001954399203,0.6704182844004076,0.8333333333333334,0.15625,4,1,1,0.12467001954399203,0.46397379912663755
geometry_hubness.hubness_k10_max,6,565.3333333333334,317.5,671.1481704263721,0.12180389996746471,0.8423375913759612,0.8333333333333334,0.0625,4,1,1,0.12180389996746471,0.27070063694267515
geometry_schatten.schatten_inf_last,6,-0.11117599407831798,-0.06593900918960527,0.1210612421356804,-0.12052180562082583,-0.9183450633499741,1.0,0.03125,4,1,1,0.12052180562082583,0.2361111111111111
geometry_contextualization.per_layer.self_similarity_raw.max,6,-0.0061442888319600915,0.0005390425866416138,0.014782109550242766,-0.12037620663074318,-0.4156571030052462,0.3333333333333333,1.0,4,1,1,0.12037620663074318,1.0
interpretability_induction_heads.induction_baseline_acc,5,-0.025333333333333253,-0.011666666666666603,0.04742537998442046,-0.11917602006025797,-0.5341724903765751,0.6,0.3125,4,1,0,0.11917602006025797,0.6611111111111111
causality_circuit_quality.layer_importances.slope,6,-0.01224828341475418,-0.01816902645405674,0.024791720026900978,-0.11896442587174046,-0.49404734328492833,0.6666666666666666,0.4375,4,1,1,0.11896442587174046,0.6611111111111111
dynamics_gradient_flow.gradient_norm_per_layer.q75,6,0.07032977665464084,0.04726754687726499,0.05919695496198104,0.11880599264920431,1.188064093834046,1.0,0.03125,4,1,1,0.11880599264920431,0.2361111111111111
geometry_collapse.erank_per_layer.q75,6,26.441449063900702,12.62980944737771,41.99097804949894,0.11842821563786111,0.6296935744800117,0.8333333333333334,0.0625,4,1,1,0.11842821563786111,0.27070063694267515
geometry_hubness.hubness_k10_top1pct,6,0.01605110563268556,0.010621576997422666,0.02964412073903477,0.11741728789993706,0.5414600005845271,0.6666666666666666,0.125,4,1,1,0.11741728789993706,0.4292929292929293
geometry_matrix_entropy.layer_matrix_entropies.q25,6,-0.12943813428282722,0.007373166084289506,0.38047314997221715,-0.11702854560368635,-0.3402030716025008,0.16666666666666666,0.4375,4,1,1,0.11702854560368635,0.6611111111111111
consistency_position_sensitivity.nll_at_0.75,6,0.01888020833333341,-0.02734374999999989,0.20797671300182055,0.11699121151123311,0.09078039584733767,0.3333333333333333,0.84375,4,1,1,0.11699121151123311,0.9359706362153344
interpretability_attention_rank.layer_mean_effective_rank.q25,6,2.301275407647091,1.7018128621578157,3.3294258805711903,0.11620401588928025,0.6911928633330287,0.8333333333333334,0.15625,4,1,1,0.11620401588928025,0.46397379912663755
interpretability_attention_rank.layer_min_effective_rank.slope,6,0.04380625230402193,0.05038464834142195,0.19941382979054786,0.11497852648011957,0.2196750965067636,0.6666666666666666,0.5625,4,1,1,0.11497852648011957,0.7470703125
geometry_schatten.rankme_per_layer.q75,6,0.7420336656380471,0.5785123058783768,4.07647669832822,0.11483570763800162,0.18202818770983242,0.8333333333333334,0.3125,4,1,1,0.11483570763800162,0.6611111111111111
interpretability_waa.layer_waa_alignments.max,6,0.029069574549794214,0.0177457928657532,0.11239417366140483,0.11466240228381712,0.2586395148681666,0.6666666666666666,0.5625,4,1,1,0.11466240228381712,0.7470703125
repe_task_vectors.layer_task_vector_cosine_sim.min,6,-0.011552184820175171,-0.014106035232543945,0.008262220609081326,-0.11287039997758556,-1.3981937020027906,1.0,0.03125,4,1,1,0.11287039997758556,0.2361111111111111
causality_ablation.degradation_1pct,6,0.06067708333333328,0.014062499999999999,0.12224070399642523,0.11213441378300634,0.4963738047116262,0.8333333333333334,0.0625,4,1,1,0.11213441378300634,0.27070063694267515
interpretability_sparsity.global_mean_l0,6,-0.01699947293529965,-0.0035545187769457365,0.027755692516404223,-0.11149371715060512,-0.6124679802261315,1.0,0.03125,4,1,1,0.11149371715060512,0.2361111111111111
interpretability_sparsity.layer_l0_rates.mean,6,-0.01699947293529965,-0.0035545187769457365,0.027755692516404223,-0.11149371715060512,-0.6124679802261315,1.0,0.03125,4,1,1,0.11149371715060512,0.2361111111111111
geometry_matrix_entropy.layer_matrix_entropies_normalized.q25,6,-0.017048632330158773,0.0009200246173446391,0.04985190911524823,-0.11008006959949228,-0.3419855454431152,0.16666666666666666,0.4375,4,1,1,0.11008006959949228,0.6611111111111111
interpretability_waa.layer_waa_alignments.std,6,0.007689976083669131,0.004953718868988698,0.0273183077799453,0.10996097443261889,0.28149533073620453,0.5,0.6875,4,1,1,0.10996097443261889,0.8333333333333334
geometry_matrix_entropy.layer_matrix_entropies.q50,6,-0.09589607293407121,0.013906979560851962,0.3537796717719005,-0.108932520869909,-0.2710615690657891,0.16666666666666666,0.4375,4,1,1,0.108932520869909,0.6611111111111111
interpretability_activation_sinks.entropy_per_layer.q50,6,-0.013522909934232283,0.0016509658292580554,0.047788936942451246,-0.10838510698597001,-0.2829715578422877,0.3333333333333333,0.5625,4,1,1,0.10838510698597001,0.7470703125
repe_refusal_direction.best_layer_fraction,6,0.020953108549318297,0.037868162692847096,0.048960197995029,0.10826883743881147,0.4279620877236995,0.6666666666666666,0.4375,4,1,1,0.10826883743881147,0.6611111111111111
geometry_schatten.rankme_last,6,0.9977957988723082,0.7501674270951284,0.6059784229771995,0.10814429954733075,1.6465863486856382,1.0,0.03125,4,1,1,0.10814429954733075,0.2361111111111111
geometry_weight_norms.spectral_norm_per_layer.q25,6,0.6153019295325357,-0.010075948777653165,1.5563556422371876,0.10699618158593001,0.39534789660804537,0.16666666666666666,0.4375,4,1,1,0.10699618158593001,0.6611111111111111
interpretability_activation_sinks.entropy_per_layer.max,6,0.004054693703176608,0.0012837526214763417,0.0058862170508330435,0.10643019218158489,0.6888454279141422,1.0,0.03125,4,1,1,0.10643019218158489,0.2361111111111111
geometry_matrix_entropy.layer_matrix_entropies_normalized.max,6,0.004034579262827455,0.0011639629066532708,0.0062830657492875105,0.10608737946418272,0.6421354516757953,0.8333333333333334,0.0625,4,1,1,0.10608737946418272,0.27070063694267515
geometry_matrix_entropy.layer_matrix_entropies_normalized.q50,6,-0.012735449426212514,0.0017929724108063372,0.04627616911199498,-0.10550497819935707,-0.27520535235729854,0.16666666666666666,0.4375,4,1,1,0.10550497819935707,0.6611111111111111
causality_tracing.noise_std_applied,6,0.09207764267921449,-9.743683040139978e-05,0.2263026649447874,0.10488657526053466,0.4068782959391101,0.16666666666666666,0.4375,4,1,1,0.10488657526053466,0.6611111111111111
interpretability_activation_sinks.entropy_per_layer.q25,6,-0.016566890547323385,0.0010134599330493543,0.04834216881094113,-0.10402462674757809,-0.3427006060095064,0.16666666666666666,0.4375,4,1,1,0.10402462674757809,0.6611111111111111
causality_ablation.area_under_degradation_curve,6,0.04784244791666665,0.015382812499999954,0.23035347627854466,0.10397611182657272,0.20769145180520437,0.8333333333333334,0.3125,4,1,1,0.10397611182657272,0.6611111111111111
causality_attention_knockout.per_head_impacts.q75,6,-0.0021701388888888335,2.0014372104082412e-16,0.007068126036744096,-0.10368825604699686,-0.3070317192431531,0.5,0.84375,4,1,1,0.10368825604699686,0.9359706362153344
interpretability_induction_heads.induction_acc_after_top_ablation,5,-0.03433333333333332,-0.0050000000000000044,0.11321439837759155,-0.10325911376070411,-0.30325942482002266,0.8,0.4375,4,1,0,0.10325911376070411,0.6611111111111111
interpretability_attention_rank.layer_min_effective_rank.std,6,-0.12091789287818028,-0.07278648716108371,0.15437728161367323,-0.10293538899438687,-0.7832622236526708,0.6666666666666666,0.15625,4,1,1,0.10293538899438687,0.46397379912663755
repe_refusal_direction.auc_at_depth_50,6,-0.009837962962962965,0.0,0.024097989367658584,-0.10272967812996102,-0.408248290463863,0.16666666666666666,1.0,4,1,1,0.10272967812996102,1.0
geometry_schatten.matrix_nuclear_norm_per_layer.std,6,0.00010723369397929999,2.8088413965999886e-05,0.00018941965298646576,0.10200889673642494,0.5661170437629403,0.8333333333333334,0.21875,4,1,1,0.10200889673642494,0.5765503875968992
geometry_matrix_entropy.matrix_entropy,6,0.05344842672348019,0.040775763988494695,0.03580348055837087,0.10104254417451661,1.4928276773634492,1.0,0.03125,4,1,1,0.10104254417451661,0.2361111111111111
geometry_hsic.input_to_layer_hsic.q25,6,-0.032391219179629116,-0.021546864981504182,0.03738207564627273,-0.10086541895692627,-0.866490654134096,0.8333333333333334,0.0625,4,1,1,0.10086541895692627,0.27070063694267515
geometry_weight_norms.spectral_norm_per_layer.min,6,0.4222252793565748,-0.004129896871745142,1.0725404989565874,0.10036871504887879,0.3936683787393887,0.16666666666666666,0.4375,4,1,1,0.10036871504887879,0.6611111111111111
geometry_collapse.erank_per_layer.mean,6,17.663105540057316,-0.6015323373926975,53.568964401386616,0.09974592755994219,0.32972647012007783,0.5,0.84375,4,1,1,0.09974592755994219,0.9359706362153344
geometry_schatten.rankme_per_layer.max,6,0.5768897513426788,0.30720847696379394,0.62123095776475,0.09890128466954456,0.9286236368811767,1.0,0.03125,4,1,1,0.09890128466954456,0.2361111111111111
interpretability_sparsity.layer_l0_rates.q75,6,-0.021291657288869188,-0.0035395383834838645,0.03648580332392378,-0.09807705491939381,-0.5835600521068485,1.0,0.03125,4,1,1,0.09807705491939381,0.2361111111111111
causality_knowledge_neurons.mean_attribution_gini,6,0.005310221658080853,-0.0012706914486692034,0.0186193712969755,0.09664353616926878,0.28519876280373857,0.5,0.84375,4,1,1,0.09664353616926878,0.9359706362153344
interpretability_logit_lens.acc.q75,6,-0.012930939712872125,-0.009135232130065604,0.024671169067601483,-0.09622109761267894,-0.5241316160348969,0.8333333333333334,0.3125,4,1,1,0.09622109761267894,0.6611111111111111
interpretability_activation_sinks.entropy_per_layer.slope,6,0.0004843622722780665,0.00022800898317834996,0.0004929787251760982,0.09546253058588264,0.9825216536576626,1.0,0.03125,4,1,1,0.09546253058588264,0.2361111111111111
geometry_contextualization.per_layer.self_similarity_corrected.slope,6,0.005015748986644715,0.005540448609039598,0.006795747779911385,0.09490591314025937,0.7380716808636649,0.8333333333333334,0.21875,4,1,1,0.09490591314025937,0.5765503875968992
interpretability_attention_entropy.avg_entropy_per_layer.std,6,-0.01577153649211845,-0.009726763050662002,0.018734180498910832,-0.09317195791881992,-0.8418588949239266,1.0,0.03125,4,1,1,0.09317195791881992,0.2361111111111111
repe_task_vectors.layer_task_vector_cosine_sim.q75,6,-0.006038536628087361,-0.003623425960540827,0.01064354893344233,-0.09288298332504993,-0.5673424029755817,0.8333333333333334,0.21875,4,1,1,0.09288298332504993,0.5765503875968992
geometry_cka.first_middle_cka,6,-0.03072282432063289,0.003446958069915962,0.08703044759401489,-0.09268162189844137,-0.3530123671654621,0.5,1.0,4,1,1,0.09268162189844137,1.0
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.q75,6,311.8827364197917,4.140109972158589,684.8646954627925,0.09244220358111613,0.4553932163331023,0.8333333333333334,0.0625,4,1,1,0.09244220358111613,0.27070063694267515
geometry_cka.min_adjacent_cka,6,-0.017599529234016715,-0.038074643128588714,0.08740920562475371,-0.09227487533791867,-0.20134640405692744,0.8333333333333334,0.4375,4,1,1,0.09227487533791867,0.6611111111111111
geometry_hsic.input_to_layer_hsic.q50,6,-0.03134802185246474,0.0013173799803222197,0.08893944234773192,-0.09156913960378368,-0.3524647898049718,0.3333333333333333,0.6875,4,1,1,0.09156913960378368,0.8333333333333334
interpretability_sparsity.layer_l0_rates.q50,6,-0.01442298889160156,-0.006295484304428112,0.01749778077942037,-0.0914970285961262,-0.8242753223062916,1.0,0.03125,4,1,1,0.0914970285961262,0.2361111111111111
geometry_schatten.schatten_4_per_layer.min,6,-0.009200327576562417,-0.0014144040864825236,0.017033087810722058,-0.09113575135965582,-0.5401444341037775,0.6666666666666666,0.21875,4,1,1,0.09113575135965582,0.5765503875968992
geometry_weight_norms.stable_rank_per_layer.q25,6,-9.684799824919569,0.2527818702394171,24.973775850958376,-0.08942880382762951,-0.38779878071773083,0.16666666666666666,0.4375,4,1,1,0.08942880382762951,0.6611111111111111
geometry_cka.avg_adjacent_cka,6,-0.010227205834611916,-0.009255880921929305,0.009523132451231283,-0.08903746218845697,-1.0739329613429456,0.8333333333333334,0.0625,4,1,1,0.08903746218845697,0.27070063694267515
interpretability_superposition.polysemanticity_per_layer.slope,6,-0.0005781498391051835,-3.36652123221e-05,0.001410230484289453,-0.08887286815293663,-0.40996833180533976,0.6666666666666666,0.5625,4,1,1,0.08887286815293663,0.7470703125
geometry_contextualization.per_layer.anisotropy_baseline.slope,6,0.006516581028699869,0.002467072755098351,0.015342854244797562,0.08738689571440045,0.424730687310642,0.8333333333333334,0.3125,4,1,1,0.08738689571440045,0.6611111111111111
geometry_matrix_entropy.matrix_entropy_normalized,6,0.006940574097854942,0.005516310098170857,0.00453246026819953,0.08694550907124825,1.531303902772436,1.0,0.03125,4,1,1,0.08694550907124825,0.2361111111111111
geometry_schatten.schatten_4_per_layer.q50,6,0.018886845435049315,-0.002184364835208785,0.0737786900344885,0.08664259258246887,0.2559932336318318,0.3333333333333333,0.5625,4,1,1,0.08664259258246887,0.7470703125
geometry_contextualization.per_layer.mev.std,6,0.002951327343584413,0.0006228445123217449,0.007936556942183948,0.08574644736781599,0.3718649491314907,0.6666666666666666,0.5625,4,1,1,0.08574644736781599,0.7470703125
interpretability_induction_heads.prefix_match_score_mean,6,0.006747928499418819,0.005596235909021849,0.007928949213600512,0.08538480956964888,0.8510495297213041,0.8333333333333334,0.15625,4,1,1,0.08538480956964888,0.46397379912663755
interpretability_induction_heads.avg_induction_score,6,0.006747928499418819,0.005596235909021849,0.007928949213600512,0.08538480956964888,0.8510495297213041,0.8333333333333334,0.15625,4,1,1,0.08538480956964888,0.46397379912663755
geometry_schatten.rankme_per_layer.std,6,0.44920507975930085,-0.099276931987961,2.1353797786177204,0.08538399178998614,0.2103630858816512,0.3333333333333333,0.5625,4,1,1,0.08538399178998614,0.7470703125
causality_circuit_quality.layer_importances.min,6,-0.1536458333333333,-0.14322916666666652,0.5024840638020277,-0.08520905360228197,-0.3057725496223255,0.8333333333333334,0.3125,4,1,1,0.08520905360228197,0.6611111111111111
geometry_schatten.schatten_4_per_layer.q25,6,0.01959414569123072,-0.0003771409364767553,0.06413458264097231,0.08464872790841398,0.3055160708056595,0.5,0.84375,4,1,1,0.08464872790841398,0.9359706362153344
geometry_weight_norms.stable_rank_per_layer.mean,6,-8.204295818595204,-0.0028745051881280403,20.706316018842113,-0.08436126102551784,-0.39622189727663515,0.5,0.84375,4,1,1,0.08436126102551784,0.9359706362153344
geometry_weight_norms.mean_stable_rank,6,-8.204295818595204,-0.0028745051881280403,20.706316018842113,-0.08436126102551784,-0.39622189727663515,0.5,0.84375,4,1,1,0.08436126102551784,0.9359706362153344
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.q25,6,819.3955481746776,16.171853447778986,1759.8076346386792,0.08433953903755882,0.46561654356211185,1.0,0.03125,4,1,1,0.08433953903755882,0.2361111111111111
dynamics_coe.std_angle_change,6,0.007820163548060283,0.0013613983237810434,0.01633978912351951,0.08413781457900323,0.4785963569630119,0.6666666666666666,0.21875,4,1,1,0.08413781457900323,0.5765503875968992
geometry_contextualization.per_layer.intra_sentence_similarity_raw.max,6,0.017393603449066514,0.004112251400947592,0.06602329999622653,0.08350034317742852,0.26344644163591674,0.8333333333333334,0.3125,4,1,1,0.08350034317742852,0.6611111111111111
geometry_contextualization.per_layer.anisotropy_baseline.max,6,0.019656941294670095,0.008684784173965482,0.058967893961043016,0.08282618621213779,0.3333498955831185,0.8333333333333334,0.3125,4,1,1,0.08282618621213779,0.6611111111111111
interpretability_head_roles.frac_previous_token_heads,6,0.0011470734126984166,0.0,0.001801212609790942,0.08175377202439998,0.636833989759572,0.3333333333333333,0.5,4,1,1,0.08175377202439998,0.7456140350877193
geometry_weight_norms.spectral_norm_per_layer.mean,6,0.5127164022974472,-0.009854051460193247,1.3044265703246845,0.08161065237266558,0.39305884590332063,0.16666666666666666,0.4375,4,1,1,0.08161065237266558,0.6611111111111111
geometry_weight_norms.mean_spectral_norm,6,0.5127164022974472,-0.009854051460193247,1.3044265703246845,0.08161065237266558,0.39305884590332063,0.16666666666666666,0.4375,4,1,1,0.08161065237266558,0.6611111111111111
geometry_schatten.schatten_1_per_layer.std,6,0.00020466045896690003,-6.304256856419992e-05,0.0009722801747383175,0.08157329506268042,0.21049535338101796,0.3333333333333333,0.5625,4,1,1,0.08157329506268042,0.7470703125
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.q50,6,491.6452946812511,24.291952392872744,1114.4697907774814,0.08152428814979769,0.4411472601139482,1.0,0.03125,4,1,1,0.08152428814979769,0.2361111111111111
topology_homology.mean_persistence_h1.mean,6,0.02514207773501914,0.0990890781084697,0.2061792974888868,0.08139952158690945,0.12194278495092029,0.8333333333333334,0.4375,4,1,1,0.08139952158690945,0.6611111111111111
interpretability_superposition.polysemanticity_per_layer.q75,6,-0.013605669064540147,-0.008959165923344281,0.01728991822615086,-0.08120289179417864,-0.78691344207526,1.0,0.03125,4,1,1,0.08120289179417864,0.2361111111111111
dynamics_coe.per_sample_mean_angle.min,6,-0.01453763803851509,0.01433816598728302,0.0727125387245301,-0.0808896514429434,-0.19993302796909104,0.3333333333333333,0.5625,4,1,1,0.0808896514429434,0.7470703125
geometry_hsic.adjacent_hsic.std,6,0.005301122118957617,0.007227039868010307,0.023260253605686385,0.08043577835694998,0.2279047429500796,0.8333333333333334,0.4375,4,1,1,0.08043577835694998,0.6611111111111111
interpretability_attention_entropy.avg_entropy_per_layer.q75,6,-0.05162660280863433,0.009130001068115234,0.12649698082293062,-0.07994700872782867,-0.40812517795109116,0.5,0.84375,4,1,1,0.07994700872782867,0.9359706362153344
causality_knowledge_neurons.localization_layer_mean,6,0.01727290695066831,0.024263674614305675,0.21427511980880662,0.07954144333582594,0.08061088457717619,0.6666666666666666,0.6875,4,1,1,0.07954144333582594,0.8333333333333334
geometry_hubness.hubness_k10_gini,6,0.011892106209741385,0.00908171927920065,0.026513963394397627,0.07930768145536064,0.44852238923488047,0.6666666666666666,0.4375,4,1,1,0.07930768145536064,0.6611111111111111
geometry_contextualization.per_layer.anisotropy_baseline.std,6,-0.00548158132345818,-0.007657147665950728,0.009248983958105531,-0.07869814335456503,-0.5926684864291809,0.8333333333333334,0.21875,4,1,1,0.07869814335456503,0.5765503875968992
interpretability_logit_lens.acc.std,6,-0.00286222558542965,-0.0012487956137788997,0.006398059409552997,-0.07828801039244984,-0.4473583945088157,0.8333333333333334,0.3125,4,1,1,0.07828801039244984,0.6611111111111111
geometry_contextualization.per_layer.mev.slope,6,-0.0012146151276049174,0.0010315060836804495,0.006392656985089132,-0.07827113185415359,-0.19000161129214446,0.3333333333333333,0.5625,4,1,1,0.07827113185415359,0.7470703125
